1.000000000000000000e+00 0.000000000000000000e+00
1.136530612244897931e+00 1.435898826064405387e-01
1.273061224489795862e+00 2.599665523354444119e-01
1.409591836734693793e+00 3.591451364274723668e-01
1.546122448979591724e+00 4.469282454842417041e-01
1.682653061224489655e+00 5.268686883556165101e-01
1.819183673469387585e+00 6.012430615551095370e-01
1.955714285714285738e+00 6.715675163280528936e-01
2.092244897959183447e+00 7.388862307014836261e-01
2.228775510204081378e+00 8.039402899274902259e-01
2.365306122448979309e+00 8.672704869708095510e-01
2.501836734693877240e+00 9.292820497467080276e-01
2.638367346938775615e+00 9.902866221749122566e-01
2.774897959183673102e+00 1.050530218338866506e+00
2.911428571428571477e+00 1.110212281369197918e+00
3.047959183673469408e+00 1.169498959287953666e+00
3.184489795918367339e+00 1.228532536527348729e+00
3.321020408163264825e+00 1.287438258150270798e+00
3.457551020408163200e+00 1.346329353356419789e+00
3.594081632653061575e+00 1.405310794625005189e+00
3.730612244897959062e+00 1.464482155589110768e+00
3.867142857142856993e+00 1.523939817505803207e+00
4.003673469387755368e+00 1.583778698872353452e+00
4.140204081632653299e+00 1.644093631829270041e+00
4.276734693877551230e+00 1.704980474060271423e+00
4.413265306122448273e+00 1.766537020599312280e+00
4.549795918367346204e+00 1.828863762831819617e+00
4.686326530612245023e+00 1.892064529766689596e+00
4.822857142857142954e+00 1.956247037850513903e+00
4.959387755102040884e+00 2.021523369179500929e+00
5.095918367346938815e+00 2.088010393243470375e+00
5.232448979591836746e+00 2.155830143830356871e+00
5.368979591836734677e+00 2.225110160093414446e+00
5.505510204081632608e+00 2.295983798799931197e+00
5.642040816326529651e+00 2.368590523270817094e+00
5.778571428571428470e+00 2.443076173363217141e+00
5.915102040816326401e+00 2.519593219955005292e+00
6.051632653061224332e+00 2.598301006695886706e+00
6.188163265306123151e+00 2.679365981247105566e+00
6.324693877551020194e+00 2.762961917804877210e+00
6.461224489795918124e+00 2.849270132364983166e+00
6.597755102040816055e+00 2.938479691917441627e+00
6.734285714285713986e+00 3.030787618545499384e+00
6.870816326530611917e+00 3.126399089230719408e+00
7.007346938775509848e+00 3.225527632026778946e+00
7.143877551020407779e+00 3.328395319151737475e+00
7.280408163265306598e+00 3.435232957456617608e+00
7.416938775510204529e+00 3.546280276653039021e+00
7.553469387755101572e+00 3.661786115620951243e+00
7.690000000000000391e+00 3.782008607066670969e+00
